Company,Handle,Twitter_Descr,verified
nasdaq,Nasdaq,"At Nasdaq, we're relentlessly reimagining the markets of today. Not by chasing the possibilities of tomorrow, but by creating them. ✍️ #RewriteTomorrow",True
nasdaq,NasdaqDubai,"Welcome to Nasdaq Dubai, where your Capital Markets ambitions go global from Dubai. Instagram: @NasdaqDubai",True
nasdaq,NasdaqTech,Our mission-critical technology powers capital markets and beyond. #RewriteTomorrow,True
nasdaq,NasdaqCorpGov,@Nasdaq's insights on best practices and trends in #corpgov. Dedicated to providing strategic value for #governance professionals.,True
seagate technology plc,Seagate,The world leader in storage solutions. Pioneering the datasphere. For support @AskSeagate,True
salesforce.com,salesforce,"We bring companies and customers together on the #1 CRM. Sharing the news, events, and innovation you need to change the world for good. Support: @asksalesforce",True
salesforce.com,SalesforceOrg,We are the social impact center of Salesforce focused on partnering with the global community to tackle the world’s biggest problems.,True
salesforce.com,SalesforceEng,Catch our engineers Behind the Code. We are the engineering groups at @salesforce. https://t.co/74jeL4CFUM,True
salesforce.com,SalesforceNews,News and behind-the-scenes stories from the official Salesforce newsroom. Please send media requests to pr@salesforce.com,True
genworth financial,Genworth,Helping families have “the talk” about long term care planning. Need us? Call 888-GENWORTH.,True
mastercard,Mastercard,"Every day is a chance to make someone’s day. #StartSomethingPriceless. 
For customer support, tweet us at @AskMastercard!",True
mastercard,MastercardUK,Welcome to the official Mastercard UK Twitter channel.,True
mastercard,MastercardNexus,This is the official Mastercard account for @Lolesports. A Click Can #StartSomethingPriceless,True
mastercard,MastercardMEA,Mastercard Middle East & Africa's official Twitter channel.,True
mastercard,MastercardFdn,The Mastercard Foundation seeks a world where everyone has the opportunity to learn and prosper.,True
mastercard,CNTR4growth,The official twitter account for the Mastercard Center for Inclusive Growth. Empowering people through inclusive economies. RT ≠ endorsement.,True
mastercard,MastercardEU,Mastercard Europe official Twitter channel Tweet @AskMasterCard for #CustServ,True
mastercard,MAstartpath,Start Path is Mastercard’s program for working with later-stage startups from around the globe.  Building the future of commerce together.,True
mastercard,MastercardAU,Official Twitter channel for Mastercard Australia News & Views. Tweet @AskMastercard for #CustServ,True
mastercard,MastercardCB,Welcome to the official MasterCard Caribbean Twitter channel,True
mastercard,MastercardNews,Connecting Everyone to Priceless Possibilities,True
mastercard,MastercardID,Official twitter of PT Mastercard Indonesia,True
mastercard,mastercardindia,Official Twitter channel for Mastercard India // Tweet @mastercardindia,True
mastercard,wearemastercard,Welcome to We Are Mastercard! Learn about our global tech company and how we are Connecting Everyone to Priceless Possibilities. #wearemastercard,True
mastercard,sessionm,"SessionM, a Mastercard Company. Our platform is designed to make your customers more loyal and your business more profitable.",True
mastercard,AskMastercard,"We’re here to help with Mastercard cardholder service issues, tweeting 24/7",True
mastercard,MastercardAP,"Official Twitter of Mastercard Asia Pacific // For customer support, tweet us at @AskMastercard",True
mastercard,MastercardCA,"#StartSomethingPriceless #TeamMastercard 🇨🇦
Tweet @AskMastercard for #CustServ",True
metropcs communications,MetroByTMobile,Rule your day with Metro by T-Mobile. #RuleYourDay,True
extra space storage,extraspace,Life transitions are difficult. We make them easier.,True
digital realty trust,DigitalAPAC,Leading provider of data centre solutions in Asia Pacific and around the globe.  https://t.co/14nLpiX5G4,True
mosaic co,SuttonBStracke,Mom of 3. Art & fashion lover. Official Cast member of #RHOBH @bravotv. press opportunities please contact tad@mosaic https://t.co/l7kT9vL6Zt or jenn@mosaicpr.com,True
ihs markit,rootmetrics,"An IHS Markit (NASDAQ: INFO) company, RootMetrics is the gold standard for independent, consumer-focused mobile performance information around the world.",True
intercontinental exchange,BettyWLiu,"Media entrepreneur. Alum @NYSE, Intercontinental Exchange. @BloombergTV. Amateur baker, Eagles 🦅 fan. I’m a walking Rolodex.",True
intercontinental exchange,ICEHousePodcast,"#InsideTheICEHouse, the podcast from Intercontinental Exchange, features conversations with leaders & visionaries from the Library of @NYSE • Host: @Polioptics",True
discovery,Discovery,We'll bring the world to you.,True
discovery,discoveryplus,#StreamWhatYouLove all in one place. @HGTV @FoodNetwork @TLC @DiscoveryID @OWNTV @AnimalPlanet @Discovery + exclusive Originals and more. Streaming now.,True
discovery,DiscoveryIN,Official Twitter account for Discovery Channel India,True
discovery,StarTrekRoom,Official Twitter account for the writers room of Star Trek: Discovery. Working hard to bring you season 4. Season 3 airing now!,True
discovery,DiscoveryID,"The official Twitter account for Investigation Discovery, aka ID // Dear #IDAddicts, you know you're guilty ;)",True
discovery,DiscoveryUK,"https://t.co/0fzMAAOyMt | 

https://t.co/EbtYgai9qy | 
 
Sky 125 | Virgin 250 | BT TV 322 | Prime Video",True
discovery,ScienceChannel,"Thought-provoking updates, science videos, news and more from Science Channel.",True
discovery,discoveryfamily,Welcome to the official Twitter page of #DiscoveryFamily Channel US!,True
discovery,startrekcbs,"All series. All episodes. 
#CBSAllAccess, your home for #StarTrek, is becoming #ParamountPlus on March 4.",True
discovery,discoveryworld,"Where science, discovery, creativity, ingenuity, adventure and technology inspire visitors to turn their dreams into reality.",True
discovery,ADiscoveryOfWTV,"Official feed for the TV adaptation of #ADiscoveryofWitches, a Sky Original available on @skytv @NOWTV @sundance_now, @shudder and @amcplus. Made by @BadWolf_TV",True
discovery,Discovery_SA,Proudly South African company striving to make the world healthier through rewarding healthy living choices. Customer care here 8-5 Mon to Fri,True
discovery,portdiscovery,Connecting purposeful play and learning for children ages birth through 10. #itsfunlearninghere,True
discovery,MaRSDD,"MaRS Discovery District supports Canada’s most promising startups — helping them grow, create jobs and solve society’s greatest challenges.",True
discovery,Discovery_Mus,"Uncover Tyneside’s changing story and how it helped shape our world: personal stories, local, social and maritime history and world-changing inventions.",True
discovery,DiscoveryIncTV,Global leader in real life entertainment🌎 @discoveryplus @Discovery @HGTV @FoodNetwork @TLC @OWNTV @Eurosport @DiscoveryID,True
ameriprise financial,ameriprise,"As a leader in financial planning, Ameriprise Financial, LLC. has helped millions of clients achieve their financial goals for more than 120 years.",True
under armour,UnderArmour,Under Armour makes you better. #TheOnlyWayIsThrough,True
under armour,UAbasketball,Under Armour makes you better. #TheOnlyWayIsThrough,True
under armour,UAFootball,Under Armour makes you better. #TheOnlyWayIsThrough,True
under armour,UAWomen,Under Armour makes you better. #WEWILL,True
under armour,UAGolf,Official Under Armour® Golf Twitter Account.,True
under armour,UAnews,The official Under Armour Newsroom for company news and features / Reporters on a deadline: mediarelations@underarmour.com,True
under armour,AskTeamUA,"Official Twitter of the @UnderArmour Customer Service Team. Contact us for all of your UA needs, questions, comments, and concerns.",True
under armour,natashahastings,"Olympic, World, and US National Champion. Under Armour and NYAC athlete. Booking, inquiries, and press Sschirru@dynamicallybpr.net",True
under armour,ToddDurkin,"Coach/Trainer-- NBC STRONG, Fitness Quest 10; Author, Speaker, Life Transformer; Under Armour Training Team; Motivates & Inspires GREATNESS!! #IMPACT",True
under armour,USABS,"USABS is the official governing body for the sports of bobsled & skeleton in the US.

Premier Partners: BMW USA, Omaze, Under Armour, KOA",True
viacom,Viacom18Studios,"Redefining Indian Cinema with every movie. 6 Best Film National Awards in 6 years. Makers of Andhadhun, Padmaavat, Queen, Bhaag Milkha Bhaag.",True
viacom,viacom18,Viacom18 Media Pvt. Ltd. - India's fastest growing entertainment network & a house of iconic brands.,True
viacom,ViacomCBS,We are a global media and entertainment company creating premium content and experiences for audiences in 180+ countries.,True
viacom,VIMN_PR,"Official account of the Viacom International Media Networks Communications Team. Home to MTV, Nickelodeon, Comedy Central, Paramount Channel, BET & more.",True
viacom,ViacomCBSANZ,"ViacomCBS Australia & New Zealand's official corporate Twitter account, run by the Corporate Comms team",True
chipotle mexican grill,ChipotleTweets,Cultivate a better world.,True
chipotle mexican grill,ChipotleUK,"Official Twitter account for Chipotle Mexican Grill UK. (CHIP-OAT-LAY) 

Eating. Tweeting. Repeating.

Download our app 👇
https://t.co/DIhEAJ72RE",True
chipotle mexican grill,ChipotleJobs,The official Chipotle Mexican Grill Jobs Twitter feed. Learn more about working at Chipotle by visiting: http://t.co/oepue8pS,True
chipotle mexican grill,ChipotleFR,Compte Twitter officiel Chipotle Mexican Grill France (CHI-PO-TLÉ),True
nyse euronext,artmarketdotcom,The World Leader in #ArtMarket Information (http://t.co/Fh5JvqpD1R) and Marketplace (http://t.co/n9ntoxlx8C). Artprice is listed by Nyse Euronext Paris PRC,True
nyse euronext,nokia,"We create the critical networks and technologies to bring together the world’s intelligence. For phones, visit @NokiaMobile.",True
facebook,Facebook,Our mission is to give people the power to build community and bring the world closer together.,True
facebook,fbnewsroom,News and press statements from Facebook company Communications. Send media inquiries to press@fb.com,True
facebook,facebookapp,We believe people can do more together than alone and that each of us plays an important role in helping to create this safe and respectful community.,True
facebook,FacebookGaming,Watch and discover gaming videos at https://t.co/1gbLphRdcC. To go live on Facebook visit https://t.co/6g0r2eBlh7. Support for Level Up: https://t.co/mRYD2hv4VL,True
facebook,facebookai,"Facebook AI focuses on bringing the world together by advancing AI, powering meaningful and safe experiences,  and conducting open research.",True
facebook,fbplatform,"Follow us for updates on Facebook's business tools, AI, AR, VR, and more.",True
facebook,FacebookWatch,Original shows and videos from producers and creators you love. All in one place. #FacebookWatch,True
facebook,annekornblut,"director of news, new initiatives, Facebook.",True
facebook,PortalFacebook,Smart video calling with Alexa built-in.,True
facebook,skasriel,"VP Payments @Facebook. Previously CEO @Upwork, early @PayPal and co-founder of a few tech companies.",True
facebook,PKpanchal9,"Cricketer 🏏 Avid Reader 📚 ‘Pensador’ 

For enquiries 📩 contactforpriyank@gmail.com",True
facebook,adamrollason,"News Program Lead in APAC @facebook. Formerly at @business, @financialreview, @abcnews and others",True
facebook,JaxsonRykerWWE,"WWE SUPERSTAR. We all have a purpose in life. Us Marine Corp veteran. Jesus died for me, I’ll live for him.",True
facebook,Aouds,Equality and Social Justice. Tweets in En and Ar. (He/Him),True
facebook,Tendain07,athlete🏟⚽️,True
facebook,beatentusscher,"Dutch ambassador to #Bulgaria, frm to Guatemala, Bangladesh, Oslo, director emergency aid, human rights, gender. Tweets ia on #gender #cycling &mm",True
